book_id,book_name,author,genre,price,quantity,publisher,published_year
1274,Book Title 1274,Author 389,Fantasy,677.35,182,Publisher 182,2001
1275,Book Title 1275,Author 118,Fantasy,520.98,2,Publisher 147,1999
1276,Book Title 1276,Author 399,Sci-Fi,556.52,63,Publisher 115,1990
1277,Book Title 1277,Author 15,Mystery,137.26,64,Publisher 183,1999
1278,Book Title 1278,Author 247,Fantasy,292.87,69,Publisher 64,2017
1279,Book Title 1279,Author 381,Mystery,1482.67,185,Publisher 82,2017
1280,Book Title 1280,Author 299,Mystery,376.67,133,Publisher 17,2012
1281,Book Title 1281,Author 347,Fiction,180.76,69,Publisher 115,1990
1282,Book Title 1282,Author 483,Fiction,1380.65,147,Publisher 199,1992
1283,Book Title 1283,Author 245,Fantasy,337.02,22,Publisher 163,1983
1284,Book Title 1284,Author 303,Business,1471.9,200,Publisher 183,1985
1285,Book Title 1285,Author 495,Business,477.17,158,Publisher 183,2014
1286,Book Title 1286,Author 97,Romance,109.39,183,Publisher 198,2002
1287,Book Title 1287,Author 124,Romance,162.64,27,Publisher 173,1993
1288,Book Title 1288,Author 48,Romance,122.96,115,Publisher 49,1994
1289,Book Title 1289,Author 279,History,1363.19,200,Publisher 105,2022
1290,Book Title 1290,Author 468,History,369.13,45,Publisher 17,1990
1291,Book Title 1291,Author 359,Business,784.27,83,Publisher 48,2006
1292,Book Title 1292,Author 321,Fantasy,455.74,145,Publisher 113,2016
1293,Book Title 1293,Author 35,Fantasy,846.73,44,Publisher 180,2016
1294,Book Title 1294,Author 140,Mystery,213.25,197,Publisher 27,2001
1295,Book Title 1295,Author 480,Romance,1076.36,141,Publisher 165,2024
1296,Book Title 1296,Author 386,Mystery,933.27,62,Publisher 88,2024
1297,Book Title 1297,Author 362,History,536.17,158,Publisher 51,1983
1298,Book Title 1298,Author 75,Mystery,591.3,158,Publisher 22,1993
1299,Book Title 1299,Author 305,Fiction,871.89,160,Publisher 165,1989
1300,Book Title 1300,Author 94,Romance,516.27,155,Publisher 5,2006
1301,Book Title 1301,Author 288,Mystery,663.27,29,Publisher 80,2018
1302,Book Title 1302,Author 378,Fantasy,113.25,5,Publisher 41,1984
1303,Book Title 1303,Author 52,Business,229.03,3,Publisher 143,2019
1304,Book Title 1304,Author 236,Fiction,549.01,177,Publisher 176,1997
1305,Book Title 1305,Author 185,Business,287.98,33,Publisher 53,1997
1306,Book Title 1306,Author 289,Mystery,188.87,22,Publisher 199,2010
1307,Book Title 1307,Author 103,Mystery,1136.47,3,Publisher 194,2006
1308,Book Title 1308,Author 248,Fiction,244.4,179,Publisher 198,1998
1309,Book Title 1309,Author 38,Fantasy,1168.62,159,Publisher 75,2005
1310,Book Title 1310,Author 315,Romance,746.98,43,Publisher 26,1983
1311,Book Title 1311,Author 277,Mystery,1276.39,17,Publisher 43,2015
1312,Book Title 1312,Author 91,History,1333.09,151,Publisher 52,1996
1313,Book Title 1313,Author 211,History,151.06,87,Publisher 116,2024
1314,Book Title 1314,Author 6,Romance,715.36,170,Publisher 173,2016
1315,Book Title 1315,Author 316,Sci-Fi,357.47,37,Publisher 169,1988
1316,Book Title 1316,Author 403,Fantasy,1483.91,186,Publisher 104,1999
1317,Book Title 1317,Author 407,Mystery,1345.35,29,Publisher 119,1986
1318,Book Title 1318,Author 91,Sci-Fi,142.9,119,Publisher 62,2001
1319,Book Title 1319,Author 134,Romance,769.73,136,Publisher 93,2007
1320,Book Title 1320,Author 347,Mystery,508.14,39,Publisher 8,2012
1321,Book Title 1321,Author 261,Business,856.49,26,Publisher 86,1994
1322,Book Title 1322,Author 323,Sci-Fi,1061.81,11,Publisher 41,1997
1323,Book Title 1323,Author 315,History,583.16,187,Publisher 154,1980
1324,Book Title 1324,Author 443,History,858.46,142,Publisher 82,1995
1325,Book Title 1325,Author 140,Business,473.57,168,Publisher 129,2019
1326,Book Title 1326,Author 15,Mystery,1288.96,65,Publisher 55,2009
1327,Book Title 1327,Author 208,Sci-Fi,831.32,2,Publisher 185,2013
1328,Book Title 1328,Author 33,Business,640.82,196,Publisher 57,2011
1329,Book Title 1329,Author 305,Mystery,787.1,164,Publisher 33,2009
1330,Book Title 1330,Author 430,Fiction,1198.44,16,Publisher 179,1985
1331,Book Title 1331,Author 458,Sci-Fi,213.01,94,Publisher 78,2009
1332,Book Title 1332,Author 436,History,398.07,10,Publisher 165,2000
1333,Book Title 1333,Author 81,Fiction,190.49,198,Publisher 89,1995
1334,Book Title 1334,Author 479,Business,903.97,1,Publisher 143,1994
1335,Book Title 1335,Author 477,Mystery,174.9,140,Publisher 99,2024
1336,Book Title 1336,Author 209,History,515.26,57,Publisher 85,1995
1337,Book Title 1337,Author 252,History,552.34,62,Publisher 162,1989
1338,Book Title 1338,Author 485,Mystery,1121.4,16,Publisher 110,2009
1339,Book Title 1339,Author 168,History,1091.59,117,Publisher 144,1985
1340,Book Title 1340,Author 284,Sci-Fi,724.3,145,Publisher 23,1995
1341,Book Title 1341,Author 391,Romance,1046.33,16,Publisher 61,2008
1342,Book Title 1342,Author 398,Mystery,615.21,50,Publisher 188,1993
1343,Book Title 1343,Author 393,Fantasy,281.86,56,Publisher 129,2009
1344,Book Title 1344,Author 93,Mystery,890.69,141,Publisher 29,1981
1345,Book Title 1345,Author 205,History,647.68,136,Publisher 56,2001
1346,Book Title 1346,Author 187,Mystery,551.71,145,Publisher 114,2015
1347,Book Title 1347,Author 434,Mystery,1119.52,100,Publisher 143,2014
1348,Book Title 1348,Author 25,Fiction,1180.45,192,Publisher 34,1991
1349,Book Title 1349,Author 307,Sci-Fi,740.37,45,Publisher 72,1991
1350,Book Title 1350,Author 252,Mystery,759.05,193,Publisher 103,2002
1351,Book Title 1351,Author 384,Business,833.42,185,Publisher 193,1992
1352,Book Title 1352,Author 297,Mystery,547.58,30,Publisher 55,2018
1353,Book Title 1353,Author 57,History,1327.47,24,Publisher 70,2024
1354,Book Title 1354,Author 178,Mystery,1058.31,26,Publisher 123,1999
1355,Book Title 1355,Author 252,Sci-Fi,1302.49,111,Publisher 95,2018
1356,Book Title 1356,Author 415,Romance,675.98,25,Publisher 64,1986
1357,Book Title 1357,Author 13,Sci-Fi,1425.13,22,Publisher 159,2023
1358,Book Title 1358,Author 430,Romance,535.33,77,Publisher 146,1997
1359,Book Title 1359,Author 79,Fiction,842.12,133,Publisher 195,2010
1360,Book Title 1360,Author 94,Fantasy,708.14,26,Publisher 29,1983
1361,Book Title 1361,Author 274,Fantasy,286.03,169,Publisher 101,1998
1362,Book Title 1362,Author 439,Romance,372.56,22,Publisher 165,1980
1363,Book Title 1363,Author 414,Fantasy,191.14,24,Publisher 183,1999
1364,Book Title 1364,Author 38,Sci-Fi,923.83,164,Publisher 16,2022
1365,Book Title 1365,Author 481,History,960.1,100,Publisher 102,2005
1366,Book Title 1366,Author 35,Fiction,1239.76,137,Publisher 2,2024
1367,Book Title 1367,Author 276,Mystery,1168.93,4,Publisher 125,2020
1368,Book Title 1368,Author 276,Romance,824.08,50,Publisher 59,2017
1369,Book Title 1369,Author 262,History,1251.95,117,Publisher 139,2000
1370,Book Title 1370,Author 127,Business,1114.16,130,Publisher 108,2016
1371,Book Title 1371,Author 219,Romance,450.88,138,Publisher 23,2001
1372,Book Title 1372,Author 205,Mystery,938.14,126,Publisher 42,2018
1373,Book Title 1373,Author 182,Mystery,706.09,139,Publisher 114,2009
1374,Book Title 1374,Author 54,Fiction,613.41,73,Publisher 71,2004
1375,Book Title 1375,Author 464,Sci-Fi,228.59,61,Publisher 39,1995
1376,Book Title 1376,Author 141,Romance,517.22,84,Publisher 28,2010
1377,Book Title 1377,Author 327,Business,233.5,79,Publisher 63,2022
1378,Book Title 1378,Author 225,History,519.51,34,Publisher 198,1985
1379,Book Title 1379,Author 179,Business,179.18,47,Publisher 36,2011
1380,Book Title 1380,Author 184,Mystery,1439.57,48,Publisher 114,1987
1381,Book Title 1381,Author 177,Sci-Fi,749.96,191,Publisher 69,1984
1382,Book Title 1382,Author 277,Romance,667.55,150,Publisher 124,1988
1383,Book Title 1383,Author 102,Mystery,430.54,56,Publisher 24,2018
1384,Book Title 1384,Author 117,Fiction,1176.8,72,Publisher 152,2001
1385,Book Title 1385,Author 244,History,864.06,164,Publisher 183,2022
1386,Book Title 1386,Author 346,Fantasy,1198.25,164,Publisher 188,1999
1387,Book Title 1387,Author 423,Mystery,118.09,164,Publisher 154,1984
1388,Book Title 1388,Author 237,Business,1355.33,159,Publisher 60,2024
1389,Book Title 1389,Author 395,Sci-Fi,444.75,72,Publisher 84,2006
1390,Book Title 1390,Author 381,Mystery,238.57,11,Publisher 9,1982
1391,Book Title 1391,Author 136,Business,385.23,40,Publisher 31,2009
1392,Book Title 1392,Author 57,Fantasy,881.38,187,Publisher 38,1996
1393,Book Title 1393,Author 238,Mystery,304.81,14,Publisher 169,1994
1394,Book Title 1394,Author 441,Mystery,1125.82,141,Publisher 158,1997
1395,Book Title 1395,Author 292,Romance,450.2,192,Publisher 146,2002
1396,Book Title 1396,Author 488,Fantasy,840.38,64,Publisher 166,2019
1397,Book Title 1397,Author 129,Business,239.19,106,Publisher 131,2005
1398,Book Title 1398,Author 21,Business,1471.76,62,Publisher 118,1983
1399,Book Title 1399,Author 442,Sci-Fi,1026.79,88,Publisher 177,2017
1400,Book Title 1400,Author 76,Romance,924.42,182,Publisher 102,1986
1401,Book Title 1401,Author 285,Sci-Fi,446.83,30,Publisher 39,1999
1402,Book Title 1402,Author 88,Mystery,1129.93,82,Publisher 47,1981
1403,Book Title 1403,Author 407,Sci-Fi,420.45,69,Publisher 82,2018
1404,Book Title 1404,Author 110,Mystery,1149.51,196,Publisher 177,1988
1405,Book Title 1405,Author 109,Romance,116.76,86,Publisher 148,2003
1406,Book Title 1406,Author 328,Sci-Fi,698.62,7,Publisher 21,2012
1407,Book Title 1407,Author 120,Business,1112.53,78,Publisher 58,1996
1408,Book Title 1408,Author 182,Romance,838.2,12,Publisher 126,2022
1409,Book Title 1409,Author 341,Sci-Fi,551.26,138,Publisher 101,1985
1410,Book Title 1410,Author 127,Mystery,533.61,142,Publisher 61,1990
1411,Book Title 1411,Author 77,Fiction,187.24,10,Publisher 31,2009
1412,Book Title 1412,Author 356,Sci-Fi,1317.57,14,Publisher 93,1993
1413,Book Title 1413,Author 240,History,488.43,109,Publisher 132,2023
1414,Book Title 1414,Author 12,Romance,320.85,137,Publisher 94,2022
1415,Book Title 1415,Author 440,Mystery,1416.59,33,Publisher 46,1989
1416,Book Title 1416,Author 273,Sci-Fi,1427.62,17,Publisher 8,1981
1417,Book Title 1417,Author 345,Fantasy,1431.6,51,Publisher 161,1997
1418,Book Title 1418,Author 79,Romance,841.76,22,Publisher 21,2004
1419,Book Title 1419,Author 116,History,936.8,34,Publisher 86,1992
1420,Book Title 1420,Author 400,History,302.23,32,Publisher 11,2017
1421,Book Title 1421,Author 377,Business,1396.52,12,Publisher 184,2022
1422,Book Title 1422,Author 469,History,404.67,61,Publisher 150,1988
1423,Book Title 1423,Author 406,Fantasy,1270.03,52,Publisher 167,1987
1424,Book Title 1424,Author 137,Romance,810.39,63,Publisher 108,2017
1425,Book Title 1425,Author 343,Mystery,916.31,112,Publisher 34,2002
1426,Book Title 1426,Author 390,Business,1166.96,64,Publisher 94,2018
1427,Book Title 1427,Author 365,Mystery,914.31,55,Publisher 68,2010
1428,Book Title 1428,Author 319,Fiction,538.62,156,Publisher 2,2010
1429,Book Title 1429,Author 458,Fiction,392.2,69,Publisher 96,2005
1430,Book Title 1430,Author 27,Fiction,561.81,80,Publisher 192,1991
1431,Book Title 1431,Author 97,Romance,102.23,14,Publisher 49,1987
1432,Book Title 1432,Author 489,Fiction,1495.22,146,Publisher 161,2018
1433,Book Title 1433,Author 77,Romance,1048.9,189,Publisher 134,2010
1434,Book Title 1434,Author 416,History,244.64,187,Publisher 175,1997
1435,Book Title 1435,Author 218,Fiction,1474.02,46,Publisher 14,2007
1436,Book Title 1436,Author 23,Fantasy,189.47,100,Publisher 193,2024
1437,Book Title 1437,Author 403,Business,1087.92,39,Publisher 129,2007
1438,Book Title 1438,Author 397,Romance,1419.47,57,Publisher 60,2005
1439,Book Title 1439,Author 99,Fantasy,170.74,54,Publisher 5,2014
1440,Book Title 1440,Author 81,Business,1367.11,146,Publisher 107,2017
1441,Book Title 1441,Author 132,Mystery,453.24,154,Publisher 196,1987
1442,Book Title 1442,Author 86,Fiction,194.08,165,Publisher 96,2002
1443,Book Title 1443,Author 378,Romance,1279.12,122,Publisher 123,2000
1444,Book Title 1444,Author 432,Fantasy,396.38,89,Publisher 157,1997
1445,Book Title 1445,Author 476,Romance,120.76,58,Publisher 199,2003
1446,Book Title 1446,Author 238,Fantasy,1052.77,200,Publisher 118,2012
1447,Book Title 1447,Author 417,Sci-Fi,1340.8,147,Publisher 116,1993
1448,Book Title 1448,Author 46,Romance,798.2,45,Publisher 12,2014
1449,Book Title 1449,Author 251,History,186.18,89,Publisher 200,1989
1450,Book Title 1450,Author 264,Business,551.92,97,Publisher 194,1985
1451,Book Title 1451,Author 266,Sci-Fi,602.43,151,Publisher 26,1994
1452,Book Title 1452,Author 296,History,231.09,113,Publisher 94,1997
1453,Book Title 1453,Author 495,Fantasy,575.57,97,Publisher 56,2011
1454,Book Title 1454,Author 314,Business,907.19,98,Publisher 89,1980
1455,Book Title 1455,Author 437,Fiction,1096.48,87,Publisher 25,2018
1456,Book Title 1456,Author 99,Romance,557.58,74,Publisher 90,2019
1457,Book Title 1457,Author 390,Mystery,281.6,189,Publisher 36,2015
1458,Book Title 1458,Author 453,Mystery,223.7,75,Publisher 9,1993
1459,Book Title 1459,Author 71,Business,385.25,173,Publisher 137,2019
1460,Book Title 1460,Author 14,Business,402.55,134,Publisher 180,1995
1461,Book Title 1461,Author 461,Romance,466.42,136,Publisher 129,2019
1462,Book Title 1462,Author 341,Mystery,1432.61,17,Publisher 72,2000
1463,Book Title 1463,Author 231,Fiction,988.66,107,Publisher 16,2013
1464,Book Title 1464,Author 441,Sci-Fi,1456.66,145,Publisher 101,1997
1465,Book Title 1465,Author 203,Romance,108.62,20,Publisher 134,1982
1466,Book Title 1466,Author 81,Mystery,553.84,104,Publisher 196,1996
1467,Book Title 1467,Author 12,Romance,171.51,119,Publisher 146,1987
1468,Book Title 1468,Author 109,Fiction,818.0,75,Publisher 95,2003
1469,Book Title 1469,Author 447,Fiction,1325.64,32,Publisher 164,1996
1470,Book Title 1470,Author 372,Romance,482.76,151,Publisher 96,1993
1471,Book Title 1471,Author 304,History,896.73,12,Publisher 7,2010
1472,Book Title 1472,Author 465,Business,623.64,25,Publisher 146,1988
1473,Book Title 1473,Author 268,Romance,1000.54,157,Publisher 58,2010
1474,Book Title 1474,Author 268,History,1425.33,125,Publisher 2,2014
1475,Book Title 1475,Author 84,Business,1055.6,152,Publisher 161,2010
1476,Book Title 1476,Author 237,Romance,667.88,54,Publisher 52,1982
1477,Book Title 1477,Author 282,Romance,667.75,147,Publisher 41,1982
1478,Book Title 1478,Author 263,Mystery,1407.78,51,Publisher 86,1994
1479,Book Title 1479,Author 358,Fantasy,1298.97,93,Publisher 167,2003
1480,Book Title 1480,Author 433,Fantasy,1196.36,7,Publisher 67,2013
1481,Book Title 1481,Author 50,Fiction,481.87,58,Publisher 179,2004
1482,Book Title 1482,Author 186,Fiction,1238.89,98,Publisher 160,1988
1483,Book Title 1483,Author 289,Mystery,1271.31,191,Publisher 176,2004
1484,Book Title 1484,Author 313,Fiction,685.55,32,Publisher 1,2006
1485,Book Title 1485,Author 355,Romance,1340.99,148,Publisher 138,2019
1486,Book Title 1486,Author 229,Mystery,367.24,36,Publisher 38,1980
1487,Book Title 1487,Author 242,Mystery,1190.29,1,Publisher 102,2016
1488,Book Title 1488,Author 433,Business,234.66,3,Publisher 140,2013
1489,Book Title 1489,Author 300,Romance,114.5,74,Publisher 36,2007
1490,Book Title 1490,Author 183,History,859.23,191,Publisher 78,1981
1491,Book Title 1491,Author 406,Fantasy,708.56,179,Publisher 18,2021
1492,Book Title 1492,Author 166,Fiction,1245.77,151,Publisher 111,2012
1493,Book Title 1493,Author 402,Mystery,670.54,100,Publisher 143,2006
1494,Book Title 1494,Author 173,Fiction,530.24,0,Publisher 44,1993
1495,Book Title 1495,Author 65,History,1245.77,87,Publisher 183,1981
1496,Book Title 1496,Author 14,Mystery,354.22,6,Publisher 191,2002
1497,Book Title 1497,Author 395,Fiction,1385.23,28,Publisher 48,2007
1498,Book Title 1498,Author 333,Fiction,165.54,125,Publisher 59,1999
1499,Book Title 1499,Author 81,Sci-Fi,383.92,195,Publisher 104,2020
1500,Book Title 1500,Author 260,Romance,228.82,53,Publisher 46,2010
1501,Book Title 1501,Author 438,Fiction,1499.49,157,Publisher 91,1987
1502,Book Title 1502,Author 52,Sci-Fi,700.33,148,Publisher 68,2021
1503,Book Title 1503,Author 120,Fantasy,671.43,179,Publisher 173,2022
1504,Book Title 1504,Author 111,Business,933.75,104,Publisher 157,2017
1505,Book Title 1505,Author 307,Fiction,548.29,86,Publisher 107,1989
1506,Book Title 1506,Author 61,Fiction,1328.01,89,Publisher 122,1983
1507,Book Title 1507,Author 417,Business,226.84,158,Publisher 123,2015
1508,Book Title 1508,Author 311,Romance,1187.64,50,Publisher 157,2009
1509,Book Title 1509,Author 9,Romance,1025.45,13,Publisher 84,2021
1510,Book Title 1510,Author 80,Fiction,523.76,93,Publisher 144,1992
1511,Book Title 1511,Author 279,Sci-Fi,874.24,127,Publisher 123,2010
1512,Book Title 1512,Author 419,Mystery,1106.95,68,Publisher 138,1987
1513,Book Title 1513,Author 230,Fantasy,413.82,37,Publisher 76,2022
1514,Book Title 1514,Author 403,Mystery,1307.04,194,Publisher 198,1995
1515,Book Title 1515,Author 289,Fantasy,242.22,73,Publisher 11,2013
1516,Book Title 1516,Author 307,Sci-Fi,408.28,118,Publisher 11,2017
1517,Book Title 1517,Author 443,Sci-Fi,921.87,174,Publisher 28,1987
1518,Book Title 1518,Author 482,Fantasy,1474.32,41,Publisher 107,2023
1519,Book Title 1519,Author 229,Fiction,721.92,145,Publisher 21,1991
1520,Book Title 1520,Author 147,Romance,177.91,76,Publisher 168,2021
1521,Book Title 1521,Author 79,History,1361.04,69,Publisher 128,2004
1522,Book Title 1522,Author 307,Fiction,1066.47,178,Publisher 38,2016
1523,Book Title 1523,Author 113,Fantasy,1396.79,43,Publisher 108,2005
1524,Book Title 1524,Author 92,Fantasy,687.55,179,Publisher 176,2019
1525,Book Title 1525,Author 23,History,1035.64,23,Publisher 100,1988
1526,Book Title 1526,Author 256,History,825.06,65,Publisher 92,2020
1527,Book Title 1527,Author 158,Business,648.84,127,Publisher 129,1988
1528,Book Title 1528,Author 418,Romance,356.77,110,Publisher 155,2009
1529,Book Title 1529,Author 5,Romance,360.71,14,Publisher 19,2023
1530,Book Title 1530,Author 127,Fiction,1007.74,163,Publisher 63,2006
1531,Book Title 1531,Author 431,Fantasy,1474.23,30,Publisher 60,2020
1532,Book Title 1532,Author 84,Romance,681.35,40,Publisher 15,2011
1533,Book Title 1533,Author 327,Sci-Fi,174.6,146,Publisher 129,2006
1534,Book Title 1534,Author 228,Romance,415.03,86,Publisher 90,1998
1535,Book Title 1535,Author 451,Fantasy,1413.91,14,Publisher 168,2014
1536,Book Title 1536,Author 190,Business,734.64,6,Publisher 83,1988
1537,Book Title 1537,Author 232,Business,1394.76,193,Publisher 199,2000
1538,Book Title 1538,Author 28,History,731.16,146,Publisher 125,2003
1539,Book Title 1539,Author 14,Fantasy,1411.28,29,Publisher 57,1987
1540,Book Title 1540,Author 24,History,1487.52,33,Publisher 104,1986
1541,Book Title 1541,Author 258,Sci-Fi,1012.33,161,Publisher 47,1990
1542,Book Title 1542,Author 132,History,1499.76,186,Publisher 17,2007
1543,Book Title 1543,Author 270,History,1086.01,145,Publisher 160,1994
1544,Book Title 1544,Author 161,Romance,394.29,155,Publisher 86,1996
1545,Book Title 1545,Author 458,Sci-Fi,1484.99,126,Publisher 68,2022
1546,Book Title 1546,Author 315,Fantasy,1108.16,93,Publisher 11,1992
1547,Book Title 1547,Author 20,Mystery,1061.13,162,Publisher 188,1988
1548,Book Title 1548,Author 87,Fantasy,1123.07,188,Publisher 10,2014
1549,Book Title 1549,Author 129,Sci-Fi,647.21,62,Publisher 73,2015
1550,Book Title 1550,Author 378,Sci-Fi,634.32,108,Publisher 128,2017
1551,Book Title 1551,Author 374,Sci-Fi,542.35,174,Publisher 187,1996
1552,Book Title 1552,Author 254,History,890.09,118,Publisher 16,1995
1553,Book Title 1553,Author 35,History,1210.09,47,Publisher 142,1997
1554,Book Title 1554,Author 42,Business,897.91,58,Publisher 116,2001
1555,Book Title 1555,Author 154,Mystery,803.44,27,Publisher 122,1990
1556,Book Title 1556,Author 153,Fantasy,477.42,78,Publisher 38,2002
1557,Book Title 1557,Author 95,Mystery,732.45,42,Publisher 24,2011
1558,Book Title 1558,Author 49,History,700.46,3,Publisher 102,1989
1559,Book Title 1559,Author 233,Romance,1395.78,113,Publisher 108,2008
1560,Book Title 1560,Author 184,History,374.94,52,Publisher 109,1988
1561,Book Title 1561,Author 59,Mystery,1038.21,39,Publisher 175,1992
1562,Book Title 1562,Author 363,Fantasy,889.9,129,Publisher 124,2016
1563,Book Title 1563,Author 27,Fiction,1183.62,23,Publisher 92,1987
1564,Book Title 1564,Author 70,Romance,917.28,144,Publisher 151,1996
1565,Book Title 1565,Author 85,Fiction,888.24,88,Publisher 193,1989
1566,Book Title 1566,Author 222,Business,386.35,34,Publisher 39,1999
1567,Book Title 1567,Author 405,Fiction,334.24,186,Publisher 79,1982
1568,Book Title 1568,Author 348,Mystery,894.91,100,Publisher 196,1982
1569,Book Title 1569,Author 337,History,1339.12,15,Publisher 165,2007
1570,Book Title 1570,Author 484,History,1389.13,72,Publisher 107,2006
1571,Book Title 1571,Author 246,Business,1459.07,125,Publisher 34,2016
1572,Book Title 1572,Author 291,Fiction,630.85,50,Publisher 186,2021
1573,Book Title 1573,Author 60,History,213.2,41,Publisher 119,2011
1574,Book Title 1574,Author 164,Business,680.28,60,Publisher 125,1999
1575,Book Title 1575,Author 135,Sci-Fi,1409.65,152,Publisher 190,1982
1576,Book Title 1576,Author 41,Sci-Fi,1344.5,139,Publisher 164,2018
1577,Book Title 1577,Author 62,Business,288.33,4,Publisher 146,2024
1578,Book Title 1578,Author 129,Business,697.49,11,Publisher 190,2006
1579,Book Title 1579,Author 41,Fantasy,1304.03,53,Publisher 117,1983
1580,Book Title 1580,Author 190,Business,273.04,92,Publisher 106,1981
1581,Book Title 1581,Author 29,Romance,575.4,187,Publisher 110,1993
1582,Book Title 1582,Author 329,Business,1383.36,70,Publisher 39,2013
1583,Book Title 1583,Author 429,History,1287.29,82,Publisher 144,1990
1584,Book Title 1584,Author 350,Business,1465.12,75,Publisher 50,2012
1585,Book Title 1585,Author 314,History,741.53,49,Publisher 6,1999
1586,Book Title 1586,Author 498,Sci-Fi,883.79,101,Publisher 173,2005
1587,Book Title 1587,Author 475,Mystery,750.58,164,Publisher 113,2010
1588,Book Title 1588,Author 296,History,1108.62,63,Publisher 121,1984
1589,Book Title 1589,Author 195,Mystery,211.55,106,Publisher 78,2001
1590,Book Title 1590,Author 122,Mystery,734.34,196,Publisher 83,1983
1591,Book Title 1591,Author 131,Fiction,164.15,89,Publisher 14,2010
1592,Book Title 1592,Author 198,Sci-Fi,1260.36,63,Publisher 46,1993
1593,Book Title 1593,Author 408,Mystery,996.88,10,Publisher 78,2004
1594,Book Title 1594,Author 470,History,225.86,156,Publisher 162,2004
1595,Book Title 1595,Author 19,Fiction,655.45,101,Publisher 185,1995
1596,Book Title 1596,Author 127,Fantasy,593.54,6,Publisher 90,1991
1597,Book Title 1597,Author 114,Mystery,946.3,151,Publisher 85,1993
1598,Book Title 1598,Author 51,Romance,1426.89,179,Publisher 148,2022
1599,Book Title 1599,Author 176,Fiction,652.82,70,Publisher 50,2009
1600,Book Title 1600,Author 335,Sci-Fi,890.77,177,Publisher 60,1994
1601,Book Title 1601,Author 324,Mystery,936.82,5,Publisher 192,2000
1602,Book Title 1602,Author 344,Business,964.09,37,Publisher 87,1983
1603,Book Title 1603,Author 382,Mystery,1219.84,99,Publisher 15,1994
1604,Book Title 1604,Author 35,Fiction,603.12,5,Publisher 61,1984
1605,Book Title 1605,Author 98,Sci-Fi,1266.84,33,Publisher 97,1982
1606,Book Title 1606,Author 426,Mystery,647.49,1,Publisher 105,1998
1607,Book Title 1607,Author 152,Fiction,1417.39,146,Publisher 94,2012
1608,Book Title 1608,Author 55,Sci-Fi,751.59,60,Publisher 25,1999
1609,Book Title 1609,Author 189,Sci-Fi,632.89,57,Publisher 129,2021
1610,Book Title 1610,Author 437,Fantasy,203.46,166,Publisher 199,2020
1611,Book Title 1611,Author 340,Mystery,368.55,111,Publisher 72,1986
1612,Book Title 1612,Author 65,History,1415.17,68,Publisher 36,2007
1613,Book Title 1613,Author 177,Romance,315.73,125,Publisher 92,2008
1614,Book Title 1614,Author 119,Fiction,970.69,154,Publisher 16,2005
1615,Book Title 1615,Author 493,History,1035.01,11,Publisher 56,2001
1616,Book Title 1616,Author 471,Mystery,572.07,181,Publisher 45,2017
1617,Book Title 1617,Author 414,Romance,1093.14,76,Publisher 108,2008
1618,Book Title 1618,Author 169,Mystery,634.73,0,Publisher 117,1986
1619,Book Title 1619,Author 272,Fiction,183.13,127,Publisher 43,2011
1620,Book Title 1620,Author 433,Sci-Fi,1085.72,10,Publisher 87,2017
1621,Book Title 1621,Author 205,History,183.08,141,Publisher 117,1984
1622,Book Title 1622,Author 465,Fantasy,373.55,17,Publisher 46,2010
1623,Book Title 1623,Author 232,Romance,1302.48,157,Publisher 77,1997
1624,Book Title 1624,Author 97,History,452.04,93,Publisher 167,1999
1625,Book Title 1625,Author 91,Fantasy,1249.41,94,Publisher 22,1997
1626,Book Title 1626,Author 123,Business,1042.71,72,Publisher 55,2022
1627,Book Title 1627,Author 302,Business,181.4,149,Publisher 3,2014
1628,Book Title 1628,Author 286,Fantasy,224.05,61,Publisher 178,2000
1629,Book Title 1629,Author 54,Mystery,1441.56,144,Publisher 132,1984
1630,Book Title 1630,Author 194,Fiction,180.19,62,Publisher 168,1983
1631,Book Title 1631,Author 78,Fantasy,1050.24,76,Publisher 53,2016
1632,Book Title 1632,Author 265,Fiction,223.54,59,Publisher 131,2020
1633,Book Title 1633,Author 318,Business,1406.29,149,Publisher 41,1994
1634,Book Title 1634,Author 105,History,1213.45,36,Publisher 17,1988
1635,Book Title 1635,Author 409,Mystery,985.64,48,Publisher 82,2013
1636,Book Title 1636,Author 188,Romance,1309.41,49,Publisher 46,1995
1637,Book Title 1637,Author 148,Mystery,1205.73,50,Publisher 188,2018
1638,Book Title 1638,Author 387,Fiction,1476.66,164,Publisher 65,2019
1639,Book Title 1639,Author 79,Mystery,1334.27,115,Publisher 95,2011
1640,Book Title 1640,Author 156,Fiction,1084.72,147,Publisher 177,1981
1641,Book Title 1641,Author 236,Mystery,535.62,40,Publisher 29,2014
1642,Book Title 1642,Author 418,Business,407.19,189,Publisher 76,2005
1643,Book Title 1643,Author 458,Fantasy,1100.91,159,Publisher 67,2020
1644,Book Title 1644,Author 326,History,1370.27,149,Publisher 52,2009
1645,Book Title 1645,Author 129,Fantasy,372.79,195,Publisher 155,2016
1646,Book Title 1646,Author 141,Sci-Fi,425.12,188,Publisher 200,2003
1647,Book Title 1647,Author 58,History,1348.81,141,Publisher 12,2012
1648,Book Title 1648,Author 246,Mystery,1002.71,100,Publisher 150,2010
1649,Book Title 1649,Author 449,Sci-Fi,510.58,120,Publisher 39,2006
1650,Book Title 1650,Author 446,Sci-Fi,1027.99,88,Publisher 66,1994
