order_id,customer_id,book_id,quantity,price,order_date,status
1128,5698,921,3,480.56,2021-02-01,Canceled
1129,5682,1079,5,2531.71,2021-02-02,Pending
1130,4856,3110,5,1932.99,2021-02-03,Delivered
1131,1686,1628,4,1005.04,2021-02-04,Delivered
1132,3177,4250,4,2821.71,2021-02-05,Canceled
1133,3487,4538,4,3662.91,2021-02-06,Pending
1134,2672,1171,5,3279.91,2021-02-07,Delivered
1135,1735,1875,2,1925.99,2021-02-08,Pending
1136,4694,910,5,3521.14,2021-02-09,Delivered
1137,4441,2265,4,2629.87,2021-02-10,Delivered
1138,4497,3927,5,659.94,2021-02-11,Delivered
1139,3600,3965,1,4348.72,2021-02-12,Canceled
1140,7476,3016,2,3482.19,2021-02-13,Pending
1141,5743,4895,5,4754.81,2021-02-14,Pending
1142,6741,3096,3,1584.59,2021-02-15,Pending
1143,4511,4631,4,2174.41,2021-02-16,Canceled
1144,1287,3240,5,2743.07,2021-02-17,Delivered
1145,5560,4402,2,1197.22,2021-02-18,Pending
1146,5298,2950,1,518.22,2021-02-19,Canceled
1147,7364,2201,3,3535.47,2021-02-20,Pending
1148,7936,231,3,171.76,2021-02-21,Canceled
1149,297,3641,5,3022.09,2021-02-22,Canceled
1150,2259,1017,4,1524.47,2021-02-23,Pending
1151,2711,723,3,3631.26,2021-02-24,Delivered
1152,1256,1344,5,2164.73,2021-02-25,Pending
1153,7770,3590,3,3156.57,2021-02-26,Pending
1154,2291,1119,5,1370.68,2021-02-27,Canceled
1155,2630,3271,1,1776.45,2021-02-28,Canceled
1156,5322,2927,4,3886.0,2021-03-01,Pending
1157,2436,3618,5,241.94,2021-03-02,Pending
1158,4868,2524,5,1684.55,2021-03-03,Pending
1159,1157,2843,4,3027.9,2021-03-04,Pending
1160,6222,2971,4,1999.65,2021-03-05,Delivered
1161,1259,3903,5,469.91,2021-03-06,Canceled
1162,4880,636,4,851.93,2021-03-07,Delivered
1163,6209,1605,5,423.6,2021-03-08,Pending
1164,1783,2900,1,2199.44,2021-03-09,Delivered
1165,2237,1622,4,4889.55,2021-03-10,Pending
1166,7790,3256,2,3324.41,2021-03-11,Delivered
1167,5998,3210,5,4863.46,2021-03-12,Pending
1168,47,4429,2,1296.19,2021-03-13,Pending
1169,3463,1950,4,4893.7,2021-03-14,Canceled
1170,1119,4466,3,2756.93,2021-03-15,Canceled
1171,3302,2477,5,3694.67,2021-03-16,Pending
1172,73,265,5,4496.28,2021-03-17,Delivered
1173,1499,4682,1,1020.49,2021-03-18,Pending
1174,3392,1267,3,4693.37,2021-03-19,Pending
1175,3689,3220,2,4314.7,2021-03-20,Delivered
1176,6591,4151,1,3884.34,2021-03-21,Pending
1177,4888,2321,5,2442.99,2021-03-22,Canceled
1178,3412,1189,1,4764.21,2021-03-23,Pending
1179,6747,4582,4,2382.29,2021-03-24,Delivered
1180,4171,3467,2,130.36,2021-03-25,Delivered
1181,606,1876,3,2130.24,2021-03-26,Delivered
1182,3647,3511,2,1871.51,2021-03-27,Canceled
1183,7183,4624,3,998.71,2021-03-28,Canceled
1184,3886,4212,5,498.5,2021-03-29,Delivered
1185,7665,2351,4,4509.56,2021-03-30,Canceled
1186,1490,222,3,4680.67,2021-03-31,Delivered
1187,1395,3780,3,4422.76,2021-04-01,Delivered
1188,3602,2100,4,294.32,2021-04-02,Delivered
1189,5083,1128,3,4670.63,2021-04-03,Pending
1190,3143,1567,2,1337.23,2021-04-04,Canceled
1191,4565,4484,1,3190.03,2021-04-05,Canceled
1192,4414,2005,2,2478.6,2021-04-06,Canceled
1193,6003,1432,1,2037.0,2021-04-07,Delivered
1194,4377,4526,5,2086.69,2021-04-08,Delivered
1195,3221,3072,1,3162.92,2021-04-09,Pending
1196,2491,3433,1,3398.53,2021-04-10,Delivered
1197,7608,4770,3,2735.6,2021-04-11,Delivered
1198,6129,11,3,3946.34,2021-04-12,Delivered
1199,887,3956,1,3724.36,2021-04-13,Pending
1200,7531,3475,1,338.9,2021-04-14,Pending
1201,1776,4334,5,1882.59,2021-04-15,Canceled
1202,1359,1781,2,909.92,2021-04-16,Canceled
1203,5182,748,3,4135.93,2021-04-17,Canceled
1204,1613,2405,1,4650.11,2021-04-18,Pending
1205,5674,2188,3,2721.32,2021-04-19,Canceled
1206,6927,1795,1,2366.49,2021-04-20,Delivered
1207,3793,1019,4,1316.5,2021-04-21,Delivered
1208,6657,1033,2,1721.31,2021-04-22,Pending
1209,2560,2789,2,2182.7,2021-04-23,Pending
1210,3096,98,1,751.84,2021-04-24,Delivered
1211,3770,3268,5,4024.62,2021-04-25,Pending
1212,6442,3824,1,1445.69,2021-04-26,Pending
1213,349,3006,1,4592.17,2021-04-27,Pending
1214,3596,3245,2,1315.93,2021-04-28,Canceled
1215,7688,933,2,866.4,2021-04-29,Pending
1216,7850,476,3,3374.07,2021-04-30,Canceled
1217,3232,4547,5,1411.57,2021-05-01,Canceled
1218,5067,4567,3,4597.24,2021-05-02,Canceled
1219,1366,86,5,1151.79,2021-05-03,Pending
1220,6010,284,4,4287.44,2021-05-04,Canceled
1221,2617,1047,2,4746.38,2021-05-05,Pending
1222,7740,1807,1,4351.19,2021-05-06,Pending
1223,1792,3956,1,2696.65,2021-05-07,Pending
1224,7626,2111,1,1723.26,2021-05-08,Pending
1225,2431,4457,5,4237.29,2021-05-09,Pending
1226,6933,1712,5,3032.27,2021-05-10,Canceled
1227,4315,4074,1,3455.73,2021-05-11,Delivered
1228,134,886,5,2598.76,2021-05-12,Canceled
1229,2184,2422,1,3946.91,2021-05-13,Canceled
1230,1215,4146,2,2823.84,2021-05-14,Pending
1231,6294,2069,4,3443.84,2021-05-15,Canceled
1232,7541,572,1,2496.69,2021-05-16,Delivered
1233,2806,2791,2,1397.57,2021-05-17,Pending
1234,6230,588,2,3785.19,2021-05-18,Pending
1235,7868,404,1,2291.8,2021-05-19,Delivered
1236,2921,4277,2,698.84,2021-05-20,Delivered
1237,7933,4452,5,2457.36,2021-05-21,Canceled
1238,1499,4118,3,3332.76,2021-05-22,Pending
1239,5685,4093,1,4057.99,2021-05-23,Delivered
1240,5945,1127,1,4241.84,2021-05-24,Canceled
1241,3203,246,1,4071.6,2021-05-25,Canceled
1242,1638,630,4,664.22,2021-05-26,Canceled
1243,132,1777,2,733.54,2021-05-27,Pending
1244,151,4690,1,431.98,2021-05-28,Canceled
1245,144,2443,4,4126.26,2021-05-29,Canceled
1246,2807,385,2,550.58,2021-05-30,Delivered
1247,1207,3797,5,4987.03,2021-05-31,Pending
1248,5588,158,5,534.81,2021-06-01,Canceled
1249,2633,70,5,555.01,2021-06-02,Delivered
1250,1752,4177,4,2577.47,2021-06-03,Canceled
1251,4283,101,3,4413.12,2021-06-04,Delivered
1252,4815,1445,4,2396.21,2021-06-05,Pending
1253,2105,896,3,2348.45,2021-06-06,Delivered
1254,887,3254,3,514.28,2021-06-07,Pending
1255,7034,3476,1,4658.63,2021-06-08,Canceled
1256,2844,4456,2,4253.85,2021-06-09,Delivered
1257,6795,3672,3,1673.47,2021-06-10,Delivered
1258,3048,571,4,2593.26,2021-06-11,Pending
1259,2050,1791,5,3850.4,2021-06-12,Canceled
1260,4186,4080,5,1880.01,2021-06-13,Pending
1261,7611,4642,4,1289.61,2021-06-14,Canceled
1262,6596,3849,4,4349.99,2021-06-15,Canceled
1263,1366,3230,3,4142.33,2021-06-16,Delivered
1264,5661,1634,2,2105.49,2021-06-17,Pending
1265,6220,1243,2,296.7,2021-06-18,Delivered
1266,2745,4237,5,2028.38,2021-06-19,Delivered
1267,7546,2378,3,4622.03,2021-06-20,Canceled
1268,4150,3819,5,640.54,2021-06-21,Canceled
1269,7105,2830,5,4914.68,2021-06-22,Delivered
1270,5484,3527,4,1015.27,2021-06-23,Pending
1271,3793,2143,5,2768.75,2021-06-24,Canceled
1272,2905,2844,4,4654.27,2021-06-25,Canceled
1273,709,3651,2,4834.54,2021-06-26,Delivered
1274,2379,4904,1,686.32,2021-06-27,Canceled
1275,7470,3198,2,843.95,2021-06-28,Pending
1276,6720,2740,2,4391.59,2021-06-29,Canceled
1277,1324,1326,1,959.47,2021-06-30,Delivered
1278,7205,2478,2,2398.72,2021-07-01,Pending
1279,1616,2100,4,1334.8,2021-07-02,Pending
1280,2915,77,1,3363.31,2021-07-03,Delivered
1281,4316,1474,1,3852.06,2021-07-04,Delivered
1282,7891,1558,4,2669.37,2021-07-05,Canceled
1283,1318,4470,4,2671.51,2021-07-06,Delivered
1284,3115,3283,3,4633.35,2021-07-07,Delivered
1285,4977,994,5,4375.37,2021-07-08,Canceled
1286,3412,2170,5,2085.55,2021-07-09,Pending
1287,5345,1276,4,2833.3,2021-07-10,Delivered
1288,1868,554,5,4279.49,2021-07-11,Pending
1289,4050,177,4,589.89,2021-07-12,Delivered
1290,1808,2006,5,2804.08,2021-07-13,Pending
1291,6237,2843,2,826.7,2021-07-14,Pending
1292,6048,646,3,3312.19,2021-07-15,Delivered
1293,3832,2428,5,827.99,2021-07-16,Delivered
1294,6851,4552,3,166.23,2021-07-17,Canceled
1295,3957,4136,3,1166.51,2021-07-18,Delivered
1296,2919,2703,3,4532.57,2021-07-19,Pending
1297,1187,2189,4,4234.23,2021-07-20,Canceled
1298,3851,136,3,3041.02,2021-07-21,Canceled
1299,5396,239,5,1881.99,2021-07-22,Pending
1300,5455,3955,1,3201.32,2021-07-23,Canceled
1301,4411,1190,2,4573.85,2021-07-24,Pending
1302,5672,2453,1,1870.39,2021-07-25,Delivered
1303,5322,2061,1,3036.71,2021-07-26,Delivered
1304,6870,4369,4,4557.51,2021-07-27,Canceled
1305,6908,4046,4,1830.43,2021-07-28,Pending
1306,3833,1900,5,4871.34,2021-07-29,Pending
1307,2439,3483,1,4783.22,2021-07-30,Delivered
1308,6569,3352,3,522.73,2021-07-31,Canceled
1309,5003,4944,4,747.44,2021-08-01,Delivered
1310,3129,2150,5,4465.4,2021-08-02,Canceled
1311,4457,1846,5,1021.4,2021-08-03,Pending
1312,982,2151,4,985.55,2021-08-04,Canceled
1313,7234,288,2,318.97,2021-08-05,Pending
1314,3977,4608,5,296.3,2021-08-06,Pending
1315,3033,1948,3,1299.65,2021-08-07,Canceled
1316,2360,2360,4,4743.54,2021-08-08,Delivered
1317,4562,2083,5,1701.47,2021-08-09,Canceled
1318,124,977,5,4280.25,2021-08-10,Canceled
1319,1863,2397,5,570.34,2021-08-11,Delivered
1320,128,963,2,1106.82,2021-08-12,Delivered
1321,1971,4890,2,1140.33,2021-08-13,Canceled
1322,4216,2841,4,2431.91,2021-08-14,Delivered
1323,4230,4422,4,3427.29,2021-08-15,Canceled
1324,1028,238,1,4564.65,2021-08-16,Canceled
1325,1102,1556,1,4993.09,2021-08-17,Canceled
1326,7770,3374,3,1861.41,2021-08-18,Canceled
1327,7031,1374,3,921.17,2021-08-19,Delivered
1328,2081,1162,1,2182.44,2021-08-20,Canceled
1329,5885,382,2,2077.6,2021-08-21,Pending
1330,7672,3923,1,3170.59,2021-08-22,Pending
1331,2284,4560,4,4821.24,2021-08-23,Canceled
1332,5227,1567,5,4891.47,2021-08-24,Pending
1333,3994,4518,2,3426.36,2021-08-25,Delivered
1334,5094,952,3,4108.94,2021-08-26,Canceled
1335,5546,4152,5,1497.66,2021-08-27,Delivered
1336,5760,3846,1,4108.19,2021-08-28,Pending
1337,6982,689,4,1968.12,2021-08-29,Canceled
1338,5498,4081,4,1576.24,2021-08-30,Pending
1339,3655,3916,5,2027.57,2021-08-31,Canceled
1340,6717,2883,2,2641.8,2021-09-01,Delivered
1341,3577,558,4,533.36,2021-09-02,Pending
1342,1132,2537,3,3930.13,2021-09-03,Canceled
1343,2484,4434,5,1322.81,2021-09-04,Canceled
1344,4214,1214,3,2289.14,2021-09-05,Pending
1345,3992,2930,2,1526.61,2021-09-06,Pending
1346,5378,2339,1,3056.56,2021-09-07,Delivered
1347,2807,3288,3,2649.49,2021-09-08,Canceled
1348,603,4076,5,2169.6,2021-09-09,Delivered
1349,5983,3547,1,1784.28,2021-09-10,Pending
1350,4414,3811,3,4375.25,2021-09-11,Delivered
1351,416,3337,4,2088.44,2021-09-12,Canceled
1352,1811,4313,1,2986.93,2021-09-13,Pending
1353,7683,751,1,3052.36,2021-09-14,Delivered
1354,5345,4941,5,136.62,2021-09-15,Pending
1355,5358,2174,1,4036.83,2021-09-16,Canceled
1356,6804,4125,5,759.34,2021-09-17,Canceled
1357,3577,4950,2,3714.1,2021-09-18,Delivered
1358,2930,697,5,3369.19,2021-09-19,Canceled
1359,2099,2814,5,299.61,2021-09-20,Canceled
1360,704,3864,3,183.05,2021-09-21,Delivered
1361,6990,2736,3,4634.88,2021-09-22,Canceled
1362,6080,3963,2,173.09,2021-09-23,Delivered
1363,563,2410,2,3326.72,2021-09-24,Delivered
1364,800,1122,4,1456.85,2021-09-25,Pending
1365,6265,1205,3,3394.25,2021-09-26,Canceled
1366,6214,2791,2,3753.65,2021-09-27,Canceled
1367,3180,696,3,1431.54,2021-09-28,Pending
1368,5707,2432,2,544.73,2021-09-29,Canceled
1369,4640,2951,5,4316.4,2021-09-30,Pending
1370,622,4240,1,1978.39,2021-10-01,Delivered
1371,948,327,2,1258.64,2021-10-02,Pending
1372,5301,4572,2,2891.33,2021-10-03,Pending
1373,1902,984,1,328.58,2021-10-04,Delivered
1374,5051,952,1,4687.11,2021-10-05,Pending
1375,4967,4215,3,2582.57,2021-10-06,Delivered
1376,5505,2456,4,1780.0,2021-10-07,Pending
1377,4891,1150,5,2934.38,2021-10-08,Pending
1378,766,1881,3,741.04,2021-10-09,Delivered
1379,4320,4515,4,4314.77,2021-10-10,Pending
1380,1902,2827,5,2516.65,2021-10-11,Delivered
1381,4273,4363,1,1525.9,2021-10-12,Pending
1382,5658,2578,2,4417.56,2021-10-13,Pending
1383,3460,324,4,3244.71,2021-10-14,Canceled
1384,5943,362,5,222.9,2021-10-15,Delivered
1385,5856,3478,4,4802.97,2021-10-16,Pending
1386,2887,4721,5,1798.6,2021-10-17,Delivered
1387,7226,3903,2,2002.1,2021-10-18,Canceled
1388,3109,1548,2,3928.11,2021-10-19,Canceled
1389,1356,3048,2,4784.03,2021-10-20,Pending
1390,1702,833,4,3552.05,2021-10-21,Delivered
1391,3943,3311,5,4356.23,2021-10-22,Delivered
1392,5009,3954,1,4140.52,2021-10-23,Delivered
1393,3298,4908,2,3101.63,2021-10-24,Canceled
1394,4406,573,5,1694.92,2021-10-25,Delivered
1395,7007,2559,3,229.73,2021-10-26,Canceled
1396,864,45,5,1467.75,2021-10-27,Pending
1397,6345,3873,2,806.5,2021-10-28,Pending
1398,791,2884,3,4702.26,2021-10-29,Canceled
1399,2615,1318,2,3539.58,2021-10-30,Pending
1400,6417,587,1,4345.19,2021-10-31,Pending
1401,6477,4844,5,3488.81,2021-11-01,Pending
1402,2635,2831,1,2603.45,2021-11-02,Pending
1403,1588,3496,2,2616.61,2021-11-03,Pending
1404,6081,892,1,2229.4,2021-11-04,Canceled
1405,2135,3748,1,2501.67,2021-11-05,Canceled
1406,4206,3673,5,4522.22,2021-11-06,Canceled
1407,3646,87,1,488.25,2021-11-07,Canceled
1408,3446,3787,2,3246.1,2021-11-08,Canceled
1409,6711,1623,5,3230.8,2021-11-09,Pending
1410,1756,2369,2,3464.83,2021-11-10,Delivered
1411,330,3033,5,2897.85,2021-11-11,Pending
1412,6014,3443,1,981.66,2021-11-12,Pending
1413,6215,2963,4,4116.87,2021-11-13,Pending
1414,1086,4040,5,1877.97,2021-11-14,Delivered
1415,6022,3742,5,4258.55,2021-11-15,Delivered
1416,4643,2989,4,2457.54,2021-11-16,Delivered
1417,4436,1562,4,1745.54,2021-11-17,Delivered
1418,2193,1729,5,4669.06,2021-11-18,Canceled
1419,3595,1438,5,859.64,2021-11-19,Delivered
1420,4151,551,1,1095.25,2021-11-20,Canceled
1421,4523,3098,4,1030.61,2021-11-21,Pending
1422,1665,565,3,3031.49,2021-11-22,Canceled
1423,703,1585,5,2057.23,2021-11-23,Delivered
1424,1723,479,2,2243.23,2021-11-24,Pending
1425,6585,2809,4,4369.3,2021-11-25,Pending
1426,4606,923,2,1938.1,2021-11-26,Canceled
1427,6226,4136,3,1801.76,2021-11-27,Delivered
1428,3326,4571,3,2897.14,2021-11-28,Canceled
1429,767,621,1,4921.48,2021-11-29,Pending
1430,4137,4680,5,2953.65,2021-11-30,Delivered
1431,4081,2369,5,3971.57,2021-12-01,Delivered
1432,7941,1593,4,1240.27,2021-12-02,Pending
1433,3673,1734,4,3716.15,2021-12-03,Delivered
1434,6334,82,2,4593.46,2021-12-04,Delivered
1435,7852,1113,4,3328.33,2021-12-05,Canceled
1436,5738,1776,2,1313.66,2021-12-06,Delivered
1437,5644,3881,3,3688.76,2021-12-07,Delivered
1438,2868,1548,4,1155.52,2021-12-08,Delivered
1439,3567,176,3,316.1,2021-12-09,Pending
1440,536,4727,1,1264.34,2021-12-10,Canceled
1441,6473,378,5,2967.23,2021-12-11,Canceled
1442,1045,2260,1,3050.18,2021-12-12,Delivered
1443,2677,3088,3,1852.25,2021-12-13,Pending
1444,7535,3735,2,784.16,2021-12-14,Pending
1445,4261,4856,3,2892.77,2021-12-15,Pending
1446,6849,4975,5,2290.96,2021-12-16,Pending
1447,599,772,2,2992.92,2021-12-17,Canceled
1448,2146,2515,4,1284.41,2021-12-18,Delivered
1449,1254,3608,3,1416.33,2021-12-19,Canceled
1450,5896,2016,4,3792.58,2021-12-20,Pending
1451,741,1726,5,652.37,2021-12-21,Pending
1452,3111,3681,3,4349.74,2021-12-22,Pending
1453,7403,4811,2,3709.34,2021-12-23,Canceled
1454,7877,457,4,1453.79,2021-12-24,Canceled
1455,4516,919,3,1683.26,2021-12-25,Pending
1456,5305,4409,3,2249.81,2021-12-26,Pending
1457,4367,4795,5,3787.93,2021-12-27,Delivered
1458,5287,4982,3,233.6,2021-12-28,Canceled
1459,2954,34,1,2968.88,2021-12-29,Delivered
1460,5286,2248,2,2090.51,2021-12-30,Pending
1461,1476,4273,5,913.56,2021-12-31,Delivered
1462,1034,4211,5,148.8,2022-01-01,Pending
1463,2730,4693,2,1435.1,2022-01-02,Pending
1464,5959,3601,4,1123.56,2022-01-03,Pending
1465,4072,2152,2,1050.18,2022-01-04,Canceled
1466,5359,4697,4,202.01,2022-01-05,Canceled
1467,629,4280,3,858.71,2022-01-06,Pending
1468,888,4993,1,624.24,2022-01-07,Pending
1469,1363,3286,1,252.63,2022-01-08,Pending
1470,4245,1374,4,4264.16,2022-01-09,Canceled
1471,7913,1249,1,4752.47,2022-01-10,Canceled
1472,6509,4518,4,2188.66,2022-01-11,Pending
1473,1251,3859,2,306.56,2022-01-12,Delivered
1474,2903,3686,1,1026.52,2022-01-13,Canceled
1475,992,1348,1,4836.33,2022-01-14,Pending
1476,5873,960,5,2099.05,2022-01-15,Pending
1477,2354,788,3,3659.58,2022-01-16,Canceled
1478,2275,597,2,1416.69,2022-01-17,Canceled
1479,4501,593,2,1507.02,2022-01-18,Delivered
1480,6521,4205,5,2106.59,2022-01-19,Delivered
1481,6613,1625,5,4335.0,2022-01-20,Pending
1482,1939,651,5,4021.61,2022-01-21,Pending
1483,2820,442,1,665.68,2022-01-22,Delivered
1484,1056,2666,5,2256.78,2022-01-23,Canceled
1485,1719,2312,1,2640.85,2022-01-24,Delivered
1486,3782,1761,2,343.7,2022-01-25,Pending
1487,943,9,4,2498.78,2022-01-26,Canceled
1488,6808,4072,1,2079.62,2022-01-27,Canceled
1489,6395,52,3,4970.33,2022-01-28,Pending
1490,7904,605,1,2633.75,2022-01-29,Pending
1491,1527,4382,3,4427.88,2022-01-30,Pending
1492,2125,4937,1,3688.67,2022-01-31,Delivered
1493,3720,1705,3,3625.16,2022-02-01,Pending
1494,5947,2741,1,2103.28,2022-02-02,Canceled
1495,2677,1571,2,4941.92,2022-02-03,Delivered
1496,5672,4317,1,1337.43,2022-02-04,Delivered
1497,6299,279,4,3314.51,2022-02-05,Pending
1498,4436,18,2,3363.27,2022-02-06,Pending
1499,2778,1191,4,1199.3,2022-02-07,Canceled
1500,6187,3969,1,2017.37,2022-02-08,Delivered
1501,6932,3055,5,2397.97,2022-02-09,Pending
1502,4184,2597,4,3763.44,2022-02-10,Canceled
1503,3779,3830,4,212.81,2022-02-11,Delivered
1504,5836,2598,2,720.6,2022-02-12,Delivered
1505,5324,4974,5,3468.48,2022-02-13,Canceled
1506,373,1823,4,2032.7,2022-02-14,Canceled
1507,7424,2300,2,3259.41,2022-02-15,Delivered
1508,537,1077,2,769.66,2022-02-16,Delivered
1509,4076,4585,1,4336.77,2022-02-17,Delivered
1510,3825,840,3,3349.87,2022-02-18,Pending
1511,1764,3428,4,4803.46,2022-02-19,Pending
1512,4754,4367,1,2476.89,2022-02-20,Canceled
1513,2171,2944,5,4430.07,2022-02-21,Delivered
1514,3592,3277,1,3580.42,2022-02-22,Pending
1515,1853,4538,1,3060.53,2022-02-23,Canceled
1516,6049,2658,2,3420.38,2022-02-24,Delivered
1517,6275,3824,1,2059.7,2022-02-25,Delivered
1518,1492,3944,1,4986.66,2022-02-26,Delivered
1519,2839,1691,2,3840.02,2022-02-27,Delivered
1520,1353,2125,1,2586.19,2022-02-28,Pending
1521,604,705,4,4688.48,2022-03-01,Pending
1522,799,4420,5,1138.41,2022-03-02,Pending
1523,3477,2599,1,248.24,2022-03-03,Delivered
1524,5034,2276,2,883.53,2022-03-04,Delivered
1525,2192,143,5,2723.13,2022-03-05,Pending
1526,4873,1714,1,1207.17,2022-03-06,Canceled
1527,4863,1773,4,3997.92,2022-03-07,Canceled
1528,2256,3499,5,2031.62,2022-03-08,Canceled
1529,783,1571,1,4900.96,2022-03-09,Delivered
1530,796,4382,3,551.67,2022-03-10,Pending
1531,3458,662,2,1525.2,2022-03-11,Pending
1532,1690,462,4,2857.66,2022-03-12,Canceled
1533,693,3085,4,556.84,2022-03-13,Canceled
1534,1745,628,2,3309.56,2022-03-14,Pending
1535,3399,2510,3,449.46,2022-03-15,Delivered
1536,1507,3044,5,1391.26,2022-03-16,Pending
1537,2310,1271,1,3471.9,2022-03-17,Pending
1538,6110,1596,2,1981.12,2022-03-18,Pending
1539,7602,4168,4,3899.36,2022-03-19,Delivered
1540,467,4341,5,547.84,2022-03-20,Pending
1541,5945,3556,5,3297.77,2022-03-21,Pending
1542,6545,4562,3,1148.23,2022-03-22,Canceled
1543,5390,1706,2,3815.83,2022-03-23,Delivered
1544,5280,4313,2,2965.17,2022-03-24,Canceled
1545,7101,4446,1,2691.06,2022-03-25,Delivered
1546,5183,4843,5,2264.54,2022-03-26,Delivered
1547,1600,3805,2,246.26,2022-03-27,Canceled
1548,4059,1878,2,3740.98,2022-03-28,Pending
1549,2245,358,1,2468.69,2022-03-29,Canceled
1550,698,3205,2,3910.99,2022-03-30,Delivered
1551,3323,1959,5,2766.59,2022-03-31,Delivered
1552,3205,373,1,1196.56,2022-04-01,Canceled
1553,5196,4681,1,1828.84,2022-04-02,Pending
1554,7834,2240,1,2160.73,2022-04-03,Canceled
1555,6738,2384,4,4484.44,2022-04-04,Delivered
1556,4814,3094,3,3912.62,2022-04-05,Delivered
1557,3703,207,3,1281.12,2022-04-06,Canceled
1558,4078,4942,2,2886.72,2022-04-07,Canceled
1559,5039,2661,5,2722.02,2022-04-08,Pending
1560,4753,4740,1,3981.42,2022-04-09,Pending
1561,4118,1916,2,3920.11,2022-04-10,Pending
1562,1114,2736,1,925.87,2022-04-11,Canceled
1563,5767,3949,1,3066.87,2022-04-12,Canceled
1564,4647,2707,5,2849.89,2022-04-13,Pending
1565,7072,3575,4,2935.48,2022-04-14,Delivered
1566,5585,599,5,2068.48,2022-04-15,Delivered
1567,552,1588,3,3420.16,2022-04-16,Canceled
1568,4181,26,1,4383.17,2022-04-17,Canceled
1569,3308,2190,2,2682.3,2022-04-18,Pending
1570,232,4864,4,2042.88,2022-04-19,Delivered
1571,6387,4156,2,898.06,2022-04-20,Pending
1572,4301,3394,4,497.29,2022-04-21,Pending
1573,7209,2449,4,2474.41,2022-04-22,Canceled
1574,1325,166,4,4654.16,2022-04-23,Canceled
1575,5106,521,3,2597.56,2022-04-24,Canceled
1576,206,804,1,1340.16,2022-04-25,Canceled
1577,5619,2098,5,4108.0,2022-04-26,Delivered
1578,7562,4326,4,972.57,2022-04-27,Pending
1579,478,1795,5,484.96,2022-04-28,Canceled
1580,4644,3098,4,1662.83,2022-04-29,Canceled
1581,6414,4092,3,3198.1,2022-04-30,Canceled
1582,6284,2003,2,2178.58,2022-05-01,Canceled
1583,4609,629,2,3934.86,2022-05-02,Canceled
1584,7441,3885,4,3235.07,2022-05-03,Pending
1585,6249,465,5,3896.6,2022-05-04,Delivered
1586,5739,3511,4,2697.72,2022-05-05,Delivered
1587,3987,4813,1,3888.56,2022-05-06,Delivered
1588,1093,3684,2,1108.04,2022-05-07,Canceled
1589,470,2917,5,4832.19,2022-05-08,Canceled
1590,4785,3954,5,2850.78,2022-05-09,Canceled
1591,1939,4523,2,4567.7,2022-05-10,Pending
1592,6949,1181,2,3832.23,2022-05-11,Delivered
1593,7696,2989,2,2257.86,2022-05-12,Delivered
1594,7052,4305,2,2623.46,2022-05-13,Canceled
1595,5266,272,2,886.9,2022-05-14,Delivered
1596,5160,3119,4,2240.22,2022-05-15,Delivered
1597,4094,4570,1,3454.21,2022-05-16,Delivered
1598,3821,4016,1,4401.6,2022-05-17,Pending
1599,6202,388,4,2129.86,2022-05-18,Delivered
1600,2034,4793,5,1577.95,2022-05-19,Delivered
1601,2512,1937,1,4346.7,2022-05-20,Canceled
1602,5463,1810,1,588.04,2022-05-21,Delivered
1603,6119,311,5,3365.2,2022-05-22,Pending
1604,501,1657,5,4263.1,2022-05-23,Delivered
1605,6394,2346,3,310.69,2022-05-24,Pending
1606,3201,1337,5,3306.16,2022-05-25,Delivered
1607,7527,4835,3,3212.37,2022-05-26,Canceled
1608,2239,1955,3,751.52,2022-05-27,Pending
1609,3938,1466,2,4468.55,2022-05-28,Pending
1610,989,2154,4,4067.5,2022-05-29,Delivered
1611,3157,4389,5,4777.32,2022-05-30,Delivered
1612,4472,3233,2,2821.08,2022-05-31,Delivered
1613,7058,3417,3,102.46,2022-06-01,Delivered
1614,5703,1757,4,3887.41,2022-06-02,Pending
1615,3367,1127,2,1938.92,2022-06-03,Pending
1616,3102,1981,3,1218.59,2022-06-04,Pending
1617,1093,1945,4,593.18,2022-06-05,Canceled
1618,3296,778,5,2598.77,2022-06-06,Pending
1619,4623,2005,4,3135.51,2022-06-07,Pending
1620,4880,4325,3,814.23,2022-06-08,Canceled
1621,3028,3913,1,4285.73,2022-06-09,Canceled
1622,179,4286,3,2723.4,2022-06-10,Delivered
1623,1110,3824,5,2538.24,2022-06-11,Delivered
1624,4345,1168,1,747.97,2022-06-12,Pending
1625,6282,1150,1,3927.84,2022-06-13,Delivered
1626,7589,178,2,1972.98,2022-06-14,Delivered
1627,3370,2926,5,3587.38,2022-06-15,Pending
1628,3971,2054,4,1887.31,2022-06-16,Pending
1629,3365,1805,4,1861.96,2022-06-17,Delivered
1630,1584,2313,2,1164.4,2022-06-18,Pending
1631,324,3866,5,2701.11,2022-06-19,Delivered
1632,1647,3069,2,2981.15,2022-06-20,Canceled
1633,3981,4826,3,3569.03,2022-06-21,Pending
1634,6652,4311,2,3786.75,2022-06-22,Delivered
1635,7081,3345,4,3609.81,2022-06-23,Delivered
1636,1840,602,4,527.13,2022-06-24,Pending
1637,1369,4006,4,4174.65,2022-06-25,Pending
1638,5893,4514,2,1665.16,2022-06-26,Delivered
1639,1665,2785,1,3717.75,2022-06-27,Pending
1640,3935,1596,4,4665.61,2022-06-28,Pending
1641,3401,617,4,261.1,2022-06-29,Delivered
